term_a,term_b,co_doc_count,pmi,tscore,score
中世纪,回到,3,3.1467725309668997,1.6575888102341405,0.7256847368357384
回复,红领巾,5,3.1295307245323944,2.1382661257736304,0.7460284020770998
写,记得,3,3.1111815858641987,1.6548909117799835,0.7229337441668221
一点,写,3,3.1111815858641987,1.6548909117799835,0.7229337441668221
孔子,手上,3,3.104212916548106,1.654351332089152,0.7223945929914268
做,地上,3,3.0972924737035323,1.6538117523983207,0.7218590050595293
做,门徒,3,3.0972924737035323,1.6538117523983207,0.7218590050595293
做,大叔,3,3.0972924737035323,1.6538117523983207,0.7218590050595293
人类,智慧,3,3.0633909220278523,1.6511138539441637,0.7192328342976354
异端,真理,3,3.0501456952778323,1.6500346945625006,0.7182056690731192
皇帝,罗马,3,3.0435882947316735,1.6494951148716692,0.7176969047521657
不到,找,3,3.03707361371048,1.6489555351808378,0.7171912967904641
佛教,皆,3,3.0306010992048633,1.6484159554900062,0.7166888043285641
回复,阿米,3,3.024170208874573,1.647876375799175,0.7161893872953117
写,见,3,3.024170208874573,1.647876375799175,0.7161893872953117
加尔文,异端,4,3.0193740366110804,1.902336448598131,0.7272788975224644
一种,逻辑,3,2.9988524008902844,1.6457180570358492,0.7142216985054668
撒旦,邪恶,3,2.9988524008902844,1.6457180570358492,0.7142216985054668
传教,传教士,10,2.9536400580687387,2.9973663578904395,0.7716690771235553
世上,做,3,2.9149709169095868,1.638163941364209,0.7076843291539255
做,父母,3,2.9149709169095868,1.638163941364209,0.7076843291539255
做,我来,3,2.9149709169095868,1.638163941364209,0.7076843291539255
做,观点,3,2.9149709169095868,1.638163941364209,0.7076843291539255
乃是,做,3,2.9149709169095868,1.638163941364209,0.7076843291539255
好好,教堂,3,2.9149709169095868,1.638163941364209,0.7076843291539255
智慧,神,3,2.909240242200602,1.6376243616733779,0.7072366479968641
成就,神,3,2.909240242200602,1.6376243616733779,0.7072366479968641
传教,儒家,3,2.881069365233907,1.6349264632192209,0.7050338917778827
真的,逻辑,3,2.881069365233907,1.6349264632192209,0.7050338917778827
故事,讲,4,2.881069365233907,1.8878504672897196,0.7164086883466072
佛祖,真的,3,2.881069365233907,1.6349264632192209,0.7050338917778827
东正教,天主教,8,2.881069365233907,2.6698237345735065,0.7515765122556999
回复,找到,3,2.870019529047323,1.633847303837558,0.7041689343803914
佛教,道教,9,2.848279542410918,2.8261682242990656,0.7561851241167181
信教,教,4,2.828318799848381,1.8817757009345795,0.7122379777421961
一句,撒旦,3,2.8165308440963397,1.6284515069292436,0.6999742227574159
传播,传教,3,2.785759185429588,1.6252140287842551,0.6975550395154912
忏悔,教堂,3,2.7608202370823376,1.6225161303300981,0.695591076396558
事,干,3,2.7608202370823376,1.6225161303300981,0.695591076396558
中世纪,欧洲,5,2.741307422858757,2.0918729396984013,0.715257827631016
狗,骂,3,2.7364881364228086,1.6198182318759407,0.6936719506047044
人类,贪婪,3,2.7269186854066585,1.6187390724942778,0.692916372406366
价值,想,3,2.7269186854066585,1.6187390724942778,0.692916372406366
人类,导致,3,2.7269186854066585,1.6187390724942778,0.692916372406366
想,永远,3,2.7269186854066585,1.6187390724942778,0.692916372406366
加尔文,回复,4,2.7057164777560567,1.8663551401869158,0.7024859156139938
中,找到,3,2.63160850560234,1.607407898986818,0.6853647203015274
修女,地位,3,2.593387292782145,1.602551681769335,0.6823223221740828
人类,保护,3,2.593387292782145,1.602551681769335,0.6823223221740828
业务,修女,3,2.593387292782145,1.602551681769335,0.6823223221740828
伊斯兰教,教,4,2.5871567430315094,1.8495327102803738,0.6929694961097108
想,跑,3,2.572768005579411,1.599853783315178,0.680677519964104
想,理性,3,2.572768005579411,1.599853783315178,0.680677519964104
新教,派,4,2.5626156341153936,1.8457943925233644,0.6909881366461974
传教士,带来,3,2.5605974699591565,1.5982350442426836,0.6797054923625643
修女,现实,4,2.5445971286127165,1.8429906542056074,0.6895307348898564
基督,狗,23,2.5220782650773685,4.410761913801711,0.8033477514467471
教义,正义,3,2.5171981544246043,1.5922996676435381,0.6762319735969107
回复,念,3,2.513344585108615,1.5917600879527067,0.6759229835647751
伊斯兰教,佛教,5,2.5118073057897283,2.054674799511956,0.696628147000294
创造,神,4,2.5037751340924648,1.8364485981308412,0.6862203588205223
天主教,教廷,4,2.475604257125771,1.8317757009345794,0.6839287806291169
两个,孔子,3,2.475604257125771,1.5863642910443925,0.6728918493050078
天主,新教,3,2.4572551184575757,1.5836663925902354,0.6714147784622602
中世纪,文明,3,2.4536253504069974,1.5831268128994038,0.671122324128853
佛教,张角,3,2.442814434302783,1.5815080738269096,0.6702507528793403
事情,佛教,3,2.442814434302783,1.5815080738269096,0.6702507528793403
东正教,新教,7,2.429084241490882,2.4126143464046934,0.7066137802201224
修女,回到,3,2.4110657359882053,1.5766518566094267,0.6676865805996468
信称义,新教,4,2.408464954288148,1.8200934579439252,0.6784427629617216
事,确实,3,2.4041452931436322,1.5755726972277637,0.6671267260536
教堂,老,3,2.4041452931436322,1.5755726972277637,0.6671267260536
信仰,红领巾,5,2.3986432159896496,2.032941054683921,0.6872895107041115
教廷,新教,5,2.3802940773214543,2.029179445002146,0.6857646013856664
中,生活,4,2.3802940773214543,1.8149532710280374,0.6761301692659991
人类,机会,3,2.370243741467954,1.5701769003194497,0.6643792222209609
佛教,佛祖,3,2.3374539186449663,1.5647811034111354,0.6617138591811442
佛教,邪恶,3,2.3374539186449663,1.5647811034111354,0.6617138591811442
传教士,儒家,3,2.3374539186449663,1.5647811034111354,0.6617138591811442
儿子,神,4,2.3214535772985267,1.8037383177570094,0.6712783294230563
想,证明,3,2.3214535772985267,1.5620832049569782,0.6604103307212552
人类,理解,4,2.3214535772985267,1.8037383177570094,0.6712783294230563
修女,记得,5,2.3157555561838894,2.0153868761689693,0.6803758360646983
天主教,小男孩,3,2.305705220330389,1.5593853065028211,0.6591254202873017
小男孩,神父,5,2.3007176788193506,2.012043223118502,0.6791143782305868
信仰,发,3,2.293282700331833,1.5572269877394953,0.6581105080456774
人生,信仰,3,2.293282700331833,1.5572269877394953,0.6581105080456774
信仰,阿米,3,2.293282700331833,1.5572269877394953,0.6581105080456774
中国,渗透,3,2.290201033794425,1.5566874080486641,0.6578585505409078
中国,古代,3,2.290201033794425,1.5566874080486641,0.6578585505409078
业务,神父,3,2.2598956842990994,1.5512916111403496,0.6553767543918729
修女,点,3,2.256915056160962,1.5507520314495182,0.6551322621734468
传播,传教士,3,2.242143738840651,1.5480541329953612,0.6539195409348149
中国,改变,4,2.2414108696249984,1.7873831775700935,0.6646287804456374
修女,笑话,8,2.239215479061563,2.5270806834180912,0.697733121131219
基督徒,洗,4,2.2304817990928094,1.7850467289719627,0.6637162016019853
事,听,3,2.2218237363496955,1.5442770751595412,0.6522483183376734
教堂,见,3,2.2218237363496955,1.5442770751595412,0.6522483183376734
创造,想,3,2.216093061640711,1.5431979157778783,0.6517763705664628
文化,道教,3,2.187922184674018,1.537802118869564,0.6494522812767359
只能,时代,3,2.187922184674018,1.537802118869564,0.6494522812767359
撒旦,教,3,2.1659432779552454,1.5334854813429126,0.6476342228722829
回复,异端,4,2.1591727713880355,1.769158878504673,0.6577329616239258
不去,里,3,2.155132361851031,1.5313271625795868,0.6467383850086211
没,走,3,2.155132361851031,1.5313271625795868,0.6467383850086211
恶心,没,3,2.155132361851031,1.5313271625795868,0.6467383850086211
相,里,3,2.155132361851031,1.5313271625795868,0.6467383850086211
一群,里,3,2.155132361851031,1.5313271625795868,0.6467383850086211
当初,没,3,2.155132361851031,1.5313271625795868,0.6467383850086211
写,问,3,2.141781028676168,1.5286292641254298,0.6456305802010239
国内,新教,7,2.1414021690391305,2.3349020248513943,0.6818632372990303
信仰,耶稣会,3,2.139132020504592,1.5280896844345981,0.645410589934583
信仰,转发,3,2.139132020504592,1.5280896844345981,0.645410589934583
宗教,管理,3,2.1338549634037487,1.5270105250529356,0.6449721579886395
天主教,新教,17,2.1124146321658817,3.6244342470382844,0.7377158384765243
一群,中国,3,2.1078794770004907,1.5216147281446213,0.6428102765259376
中国,崇拜,3,2.1078794770004907,1.5216147281446213,0.6428102765259376
回到,神父,3,2.077574127505166,1.5151397718546442,0.6402799471486045
神父,结婚,3,2.077574127505166,1.5151397718546442,0.6402799471486045
做,爱,4,2.049973479423057,1.7425233644859812,0.6484668187911578
传教,教,3,2.0481602422988763,1.5086648155646671,0.6378154841768228
传教士,道教,4,2.037349326194662,1.7392523364485981,0.6473869666765797
人类,道德,4,2.01607192774738,1.7336448598130842,0.6455626865179875
修女,算是,3,2.005600627880086,1.4989523811297014,0.6342341409627221
中世纪,道德,3,1.9940930210286074,1.4962544826755442,0.6332625610462792
传播,天主教,3,1.9872514892118918,1.49463574360305,0.6326842702775273
基督徒,朋友,5,1.9836217211613136,1.9284518968568278,0.6519261741750099
信仰,加尔文,4,1.9748289692133363,1.722429906542056,0.6420110522117879
中国,干,3,1.9537287971732529,1.4865420482405787,0.6298434256592035
傻,宗教,3,1.9515334066098176,1.4860024685497473,0.6296569512180294
宗教,生命,3,1.9515334066098176,1.4860024685497473,0.6296569512180294
基督,面前,4,1.9515334066098176,1.7158878504672896,0.6399956277032661
基督,安息日,4,1.9515334066098176,1.7158878504672896,0.6399956277032661
基督徒,言论,3,1.9427997266410642,1.4838441497864217,0.6289145912663906
回,基督徒,3,1.9427997266410642,1.4838441497864217,0.6289145912663906
亵渎,基督徒,3,1.9427997266410642,1.4838441497864217,0.6289145912663906
基督徒,开,3,1.9427997266410642,1.4838441497864217,0.6289145912663906
家庭,教会,3,1.9384613250424667,1.4827649904047586,0.6285455124787781
不去,教会,3,1.9384613250424667,1.4827649904047586,0.6285455124787781
情况,教会,3,1.9384613250424667,1.4827649904047586,0.6285455124787781
做,孩子,3,1.934141663897951,1.4816858310230958,0.6281778183415256
做,请,3,1.934141663897951,1.4816858310230958,0.6281778183415256
事,孩子,3,1.934141663897951,1.4816858310230958,0.6281778183415256
教堂,钱,3,1.934141663897951,1.4816858310230958,0.6281778183415256
佛教,真,3,1.9319888105368501,1.4811462513322642,0.6279944867885798
现实,神父,3,1.9234234476779284,1.4789879325689386,0.6272645630535723
儿童,神父,3,1.9234234476779284,1.4789879325689386,0.6272645630535723
信仰,听,4,1.8878175922237193,1.697196261682243,0.6344473240911012
十字架,死,4,1.8847359256863114,1.6962616822429908,0.6341776021918467
中国,邪恶,4,1.8847359256863114,1.6962616822429908,0.6341776021918467
中,欧洲,3,1.8694684535555255,1.4649588606073216,0.6226471320547255
新教,组织,4,1.8694684535555255,1.691588785046729,0.6328394002672956
中,人类,6,1.8694684535555255,2.0717646889895107,0.6499371193373872
指,新教,3,1.8694684535555255,1.4649588606073216,0.6226471320547255
佛教,撒旦,3,1.8674502893992886,1.46441928091649,0.6224737520992809
宣传,没,3,1.8674502893992886,1.46441928091649,0.6224737520992809
估计,里,3,1.8674502893992886,1.46441928091649,0.6224737520992809
宗教,迷信,5,1.8562232268055068,1.886656233725991,0.640633571604083
不用,圣经,3,1.839615490405849,1.45686516524485,0.6200774276876004
业务,圣经,3,1.839615490405849,1.45686516524485,0.6200774276876004
圣经,律法,3,1.839615490405849,1.45686516524485,0.6200774276876004
一本,圣经,3,1.839615490405849,1.45686516524485,0.6200774276876004
中国,孩子,6,1.8201974045487506,2.0526876660706384,0.6454387421970287
圣经,读,7,1.811444613439157,2.213388212968054,0.6520192511625057
出,想,3,1.8106279535326013,1.4487714698823788,0.617571665890917
只能,想,4,1.8106279535326013,1.6728971962616823,0.6276513123552819
人类,神,6,1.8106279535326013,2.0488722614868644,0.6445601063527757
一点,修女,3,1.8049299324179644,1.4471527308098844,0.6170778641371284
宗教,科学,3,1.7973827267825828,1.4449944120465588,0.6164231675956555
基督,当年,3,1.7973827267825828,1.4449944120465588,0.6164231675956555
伊斯兰,基督,3,1.7973827267825828,1.4449944120465588,0.6164231675956555
宗教,建立,3,1.7973827267825828,1.4449944120465588,0.6164231675956555
不到,教会,3,1.7843106452152324,1.4412173542107387,0.6152874622422551
建立,教会,3,1.7843106452152324,1.4412173542107387,0.6152874622422551
天主教,道教,4,1.7824570765659098,1.6635514018691588,0.625149579120707
信仰,念,3,1.7824570765659098,1.4406777745199075,0.6151262435304448
回复,邪教,3,1.7714072403793266,1.4374402963749189,0.6141642196763573
基督徒,小心,3,1.7604781698471381,1.4342028182299302,0.6132111186693955
历史,地狱,3,1.7604781698471381,1.4342028182299302,0.6132111186693955
基督徒,生命,3,1.7604781698471381,1.4342028182299302,0.6132111186693955
历史,天主教,5,1.7604781698471381,1.8515478766960876,0.631980452788002
传统,里,3,1.7496672537429245,1.4309653400849416,0.6122667475774356
发现,没,3,1.7496672537429245,1.4309653400849416,0.6122667475774356
佛教,时代,3,1.7496672537429245,1.4309653400849416,0.6122667475774356
包括,没,3,1.7496672537429245,1.4309653400849416,0.6122667475774356
一种,神,3,1.746089432395041,1.4298861807032788,0.6119538647450218
宗教,逻辑,4,1.7283898552956434,1.644859813084112,0.6203141679429147
佛祖,宗教,4,1.7283898552956434,1.644859813084112,0.6203141679429147
孔子,耶稣,16,1.7218324547494854,3.2850467289719627,0.693594090388607
圣经,故事,8,1.7218324547494854,2.322878818570761,0.6503223404968179
修女,修道院,3,1.7179185554283498,1.4212529056499759,0.6094841757704004
修女,见,3,1.7179185554283498,1.4212529056499759,0.6094841757704004
教堂,牧师,3,1.7109981125837772,1.4190945868866505,0.6088757879960556
上帝,亚当,6,1.7092754592723314,2.0061397301485906,0.6351497951102122
手上,耶稣,7,1.7060840977813492,2.1653478687351053,0.6420740954910754
中国,特别,3,1.7024143688923874,1.4163966884324932,0.6081202395674103
中国,心,3,1.7024143688923874,1.4163966884324932,0.6081202395674103
教义,请,3,1.6905195812402403,1.4126196305966732,0.6070715193231451
信仰,微博,3,1.6871468967616017,1.4115404712150104,0.6067737931586867
上帝,荣耀,5,1.6811045823056403,1.8197831727166514,0.624687325102362
上帝,男人,5,1.6811045823056403,1.8197831727166514,0.624687325102362
信,是因为,4,1.67959969112622,1.6271028037383177,0.6159106864914016
天主教,年,3,1.677096560908102,1.4083029930700217,0.6058856180219258
信仰,回复,7,1.6742434919256963,2.1498054044244457,0.6390225380583932
反,新教,3,1.6687977580934086,1.4056050946158647,0.6051511226310448
基督徒,福音,5,1.6651679900428307,1.8130958666157173,0.6232090904388786
一种,宗教,6,1.663851334158084,1.9855365453962086,0.6308670140368191
基督,骂,3,1.663851334158084,1.4039863555433703,0.6047128531125151
想,问,5,1.6622079484143542,1.811841996721792,0.6229339953664704
圣经,必,3,1.6572939336119261,1.4018280367800449,0.6041312889491145
圣经,道理,3,1.6572939336119261,1.4018280367800449,0.6041312889491145
圣经,相,3,1.6572939336119261,1.4018280367800449,0.6041312889491145
回到,圣经,3,1.6572939336119261,1.4018280367800449,0.6041312889491145
信仰,异端,5,1.6514288141595292,1.8072444737773998,0.6219308069581155
教会,钱,6,1.6507792525907337,1.97943189806217,0.6296266295837223
儒家,没,3,1.6443067380851175,1.3975113992533934,0.6029775888406184
老,里,3,1.6443067380851175,1.3975113992533934,0.6029775888406184
佛教,只能,3,1.6443067380851175,1.3975113992533934,0.6029775888406184
基督徒,红领巾,4,1.6426951341907763,1.6130841121495327,0.6125535047186149
上帝,伊甸园,4,1.6402825877853928,1.6121495327102804,0.6123332211855638
修女,写,3,1.6378758477548283,1.3953530804900676,0.6024053719649187
不信,信,3,1.6330796754913361,1.3937343414175731,0.6019782038866525
信教,宗教,4,1.6330796754913361,1.6093457943925233,0.6116749364071196
教堂,问,4,1.627116628603091,1.6070093457943926,0.6111292753764774
基督徒,孩子,7,1.6269467772226403,2.125785232307971,0.6344477267279564
找,神父,7,1.62558900376218,2.1250787566574867,0.6343156343168622
基督教,观点,5,1.6226083756240428,1.7947057748381487,0.6192374853857411
犹大,耶稣,4,1.6164719390916789,1.602803738317757,0.6101536461880115
耶稣,虚构,4,1.6164719390916789,1.602803738317757,0.6101536461880115
布,耶稣,4,1.6164719390916789,1.602803738317757,0.6101536461880115
吃,问,3,1.6156879327794704,1.3877989648184277,0.6004262711677013
历史,教义,4,1.6152961600026672,1.6023364485981308,0.6100457574984552
相,说,4,1.6141217617467258,1.6018691588785048,0.609937970832628
必,说,4,1.6141217617467258,1.6018691588785048,0.609937970832628
国内,天主教,3,1.6125580397705435,1.3867198054367647,0.600146483805285
佛教,宗教,11,1.6085886554830453,2.6527362596776323,0.6567899882397031
儿童,基督徒,3,1.6063274900199087,1.384561486673439,0.5995890692206364
基督徒,祷告,3,1.6063274900199087,1.384561486673439,0.5995890692206364
教堂,神父,9,1.600650055414933,2.3947040498442367,0.6445989109063347
佛,信仰,3,1.6001355197719886,1.3824031679101132,0.5990345051070644
信徒,死,3,1.5970538532345813,1.3813240085284506,0.5987582809881458
势力,基督教,4,1.5817863811037958,1.588785046728972,0.6069604165627147
基督教,门徒,4,1.5817863811037958,1.588785046728972,0.6069604165627147
写,圣经,6,1.5772512259384055,1.94356709497469,0.622581010387351
梵蒂冈,神父,3,1.5667485037392586,1.370532414711822,0.5960338186976202
神父,老,3,1.5667485037392586,1.370532414711822,0.5960338186976202
机会,神父,3,1.5667485037392586,1.370532414711822,0.5960338186976202
一点,圣经,5,1.5619837538076204,1.7671206371717965,0.6135176053332413
更,死,3,1.559313525251742,1.367834516257665,0.5953631475161425
天主教,罗马,3,1.551933417954121,1.3651366178035076,0.5946965305274028
宗教,组织,4,1.5460682985017242,1.5738317757009346,0.6036488671914602
宗教,新,3,1.5460682985017242,1.362978299040182,0.5941661159925828
宗教,张角,3,1.5460682985017242,1.362978299040182,0.5941661159925828
宗教,宗教信仰,3,1.5460682985017242,1.362978299040182,0.5941661159925828
听,基督,4,1.5460682985017242,1.5738317757009346,0.6036488671914602
宗教,道教,6,1.5460682985017242,1.9275423957228375,0.6195563583041863
人类,历史,3,1.5373346185329715,1.3597408208951933,0.5933752228126459
天主教,教,4,1.5373346185329715,1.5700934579439252,0.6028354496618821
教会,教育,3,1.5329962169343743,1.3581220818226991,0.5929818774108844
挺,教会,3,1.5329962169343743,1.3581220818226991,0.5929818774108844
教会,组织,4,1.5329962169343743,1.5682242990654205,0.6024308420853001
教会,特别,3,1.5329962169343743,1.3581220818226991,0.5929818774108844
教会,社会,4,1.5329962169343743,1.5682242990654205,0.6024308420853001
只能,神,3,1.522945881080875,1.3543450239868793,0.592069435659974
中国,教派,5,1.5200928120984691,1.7470587188689943,0.6095202182342447
信仰,精神,3,1.5200928120984691,1.3532658646052165,0.5918101016166883
宗教,教义,12,1.5186693243136158,2.7054525698287697,0.6525170613746598
一只,说,3,1.5087612460889215,1.348949227078565,0.590778728747284
拒绝,说,3,1.5087612460889215,1.348949227078565,0.590778728747284
皆,说,3,1.5087612460889215,1.348949227078565,0.590778728747284
信佛,说,3,1.5087612460889215,1.348949227078565,0.590778728747284
帮,说,3,1.5087612460889215,1.348949227078565,0.590778728747284
传教士,教,3,1.5045447957099878,1.3473304880060708,0.5903943937888914
佛教,教,3,1.5045447957099878,1.3473304880060708,0.5903943937888914
信奉,圣经,3,1.5031432537846996,1.3467909083152392,0.5902665733588647
圣经,黑,3,1.5031432537846996,1.3467909083152392,0.5902665733588647
圣经,基督教徒,3,1.5031432537846996,1.3467909083152392,0.5902665733588647
中国,迷信,3,1.5017436734302765,1.3462513286244078,0.5901388978607481
新教,美国,5,1.4864762012994917,1.7303404536166598,0.6062845600411149
佛祖,耶稣,7,1.4829405464671848,2.045247008152734,0.6201856748572592
中国,年,4,1.4792708175782232,1.544392523364486,0.5973895160893852
圣经,话,5,1.4749723768180096,1.7244890607783425,0.6051714369193172
想,神,5,1.4741557169114539,1.724071104147034,0.6050923006446125
基督徒,骂,3,1.4727960973954146,1.3349201551169476,0.5874904889111108
圣灵,基督徒,3,1.4727960973954146,1.3349201551169476,0.5874904889111108
神父,记得,3,1.4714383239349544,1.3343805754261164,0.5873659023419243
主教,神父,3,1.4714383239349544,1.3343805754261164,0.5873659023419243
一点,神父,3,1.4714383239349544,1.3343805754261164,0.5873659023419243
伊斯兰教,基督教,10,1.4684576957968174,2.434067178424932,0.636602079440242
世界,教义,3,1.4673760299260767,1.3327618363536222,0.5869929573249049
儿子,没,3,1.4619851812912015,1.3306035175902966,0.5864975845908528
修道院,没,3,1.4619851812912015,1.3306035175902966,0.5864975845908528
一句,没,3,1.4619851812912015,1.3306035175902966,0.5864975845908528
说,跑,4,1.4599710819195006,1.5355140186915888,0.5955642482725789
上帝,阿米,4,1.457961030991477,1.5345794392523364,0.5953737033736722
宗教,教,7,1.4550965202960178,2.0282915925411054,0.6173658623424142
信仰,有人,3,1.4459848399447641,1.3241285613003193,0.5850241898319203
教,新教,5,1.442024438728668,1.7073528388946992,0.6019663871958094
中,中世纪,3,1.442024438728668,1.322509822227825,0.5846587732286519
加尔文,基督徒,4,1.442024438728668,1.5271028037383179,0.5938599700570162
儒家,基督,3,1.4407077828439216,1.3219702425369937,0.5845372246576785
关系,宗教,3,1.4407077828439216,1.3219702425369937,0.5845372246576785
宗教,确实,3,1.4407077828439216,1.3219702425369937,0.5845372246576785
基督,教徒,3,1.4407077828439216,1.3219702425369937,0.5845372246576785
宗教,邪恶,3,1.4407077828439216,1.3219702425369937,0.5845372246576785
事,想,4,1.439064397100192,1.5257009345794392,0.5935782189871381
神父,笑话,5,1.4357202413328836,1.7040091858442323,0.6013502228567403
关系,圣经,4,1.4341503822977641,1.5233644859813085,0.5931100663588522
张角,耶稣,6,1.4341503822977641,1.865732841465692,0.6085074597755645
犹太人,耶稣,4,1.4341503822977641,1.5233644859813085,0.5931100663588522
信仰,道德,4,1.4282852628453675,1.5205607476635514,0.592550625254727
教会,确实,3,1.427635701276572,1.3165744456286792,0.583328719461831
教会,教徒,3,1.427635701276572,1.3165744456286792,0.583328719461831
教义,邪教,3,1.4185858657566561,1.3127973877928594,0.5824902003139196
中国,文化,5,1.414732296440667,1.692724356798906,0.5992920005704964
中国,生活,3,1.414732296440667,1.3111786487203652,0.5821326770534859
地狱,宗教,7,1.4125369058772321,2.0014455178226926,0.6130139648528423
乃是,基督教,4,1.3994648243098824,1.5065420560747664,0.5897907437076538
修女,找,4,1.3994648243098824,1.5065420560747664,0.5897907437076538
基督教,小心,4,1.3994648243098824,1.5065420560747664,0.5897907437076538
圣经,懂,5,1.3949296691444923,1.6818574843848884,0.5973401530666393
伊斯兰教,宗教,4,1.3919176186745015,1.502803738317757,0.5890649895882418
神父,钱,4,1.3844269469453456,1.4990654205607477,0.5883434125124205
神父,见,3,1.3844269469453456,1.2982287361404108,0.579311148306364
修女,神父,12,1.3844269469453456,2.5964574722808216,0.6376966219490849
精神,里,3,1.3819424736176844,1.297149576758748,0.5790790481872842
搞,没,3,1.3819424736176844,1.297149576758748,0.5790790481872842
信仰,想,7,1.3769919684578293,1.978131821356703,0.6093392135117197
信仰,只能,4,1.3769919684578293,1.4953271028037385,0.5876259503671527
圣经,真理,3,1.3696118611602086,1.2917537798504337,0.5779253269078484
修女,西方,3,1.3696118611602086,1.2917537798504337,0.5779253269078484
真主,耶稣,5,1.3696118611602086,1.6676469589204037,0.5948304382246069
耶稣,钉,5,1.3696118611602086,1.6676469589204037,0.5948304382246069
宗教,时代,5,1.3637467417078122,1.6643033058699368,0.5942467154384341
宗教,真的,5,1.3637467417078122,1.6643033058699368,0.5942467154384341
基督徒,时,5,1.3550130617390599,1.6592878262942363,0.5933758598814678
基督徒,宗教信仰,3,1.3550130617390599,1.2852788235604566,0.5765554859647934
中国,西方,4,1.3541076746242475,1.4836448598130842,0.5854097421655866
基督教,犹太教,7,1.3529448086750013,1.9618828813955587,0.6068317073390719
上帝,罪人,3,1.3526005153336766,1.2841996641787938,0.576328700212078
上帝,求,3,1.3526005153336766,1.2841996641787938,0.576328700212078
上帝,业务,3,1.3526005153336766,1.2841996641787938,0.576328700212078
上帝,蛇,3,1.3526005153336766,1.2841996641787938,0.576328700212078
反,基督,3,1.3453976030396204,1.2809621860338052,0.5756509087746411
佛教,更,3,1.344202145634847,1.2804226063429738,0.5755383150303863
圣经,福音,4,1.338840202493463,1.4757009345794394,0.5839244317108169
圣经,记得,4,1.338840202493463,1.4757009345794394,0.5839244317108169
中国,搞,3,1.3346895887671508,1.2761059688163225,0.57464134080747
找,教会,6,1.3323255214722711,1.8031602062917915,0.5981699748832188
反,教会,3,1.3323255214722711,1.2750268094346595,0.5744181369646443
耶稣,诞生,3,1.3287898666399642,1.2734080703621653,0.5740841030178829
头,耶稣,3,1.3287898666399642,1.2734080703621653,0.5740841030178829
手里,耶稣,3,1.3287898666399642,1.2734080703621653,0.5740841030178829
改,耶稣,3,1.3287898666399642,1.2734080703621653,0.5740841030178829
离开,耶稣,3,1.3287898666399642,1.2734080703621653,0.5740841030178829
禁果,说,3,1.3264396892950112,1.2723289109805025,0.5738619254428352
厉害,说,3,1.3264396892950112,1.2723289109805025,0.5738619254428352
傻,说,3,1.3264396892950112,1.2723289109805025,0.5738619254428352
不去,说,3,1.3264396892950112,1.2723289109805025,0.5738619254428352
唯一,说,3,1.3264396892950112,1.2723289109805025,0.5738619254428352
承认,说,3,1.3264396892950112,1.2723289109805025,0.5738619254428352
意志,说,3,1.3264396892950112,1.2723289109805025,0.5738619254428352
听,说,6,1.3264396892950112,1.7993448017080171,0.5975635055579425
家里,说,3,1.3264396892950112,1.2723289109805025,0.5738619254428352
基督教,邪教,13,1.3253568521561796,2.647527011329201,0.635628949987769
信,时,3,1.3229247471875678,1.270710171908008,0.573529421868914
天堂,宗教,4,1.3229247471875678,1.4672897196261683,0.5823702291030217
佛教,基督教,19,1.3153817070993628,3.1890931080287244,0.6592478791919419
事,天主教,4,1.3055330044757032,1.457943925233645,0.5806649190533717
天主教,教堂,4,1.3055330044757032,1.457943925233645,0.5806649190533717
写,神父,3,1.3043842392718301,1.2620768968547051,0.5717712788320499
上帝,惩罚,4,1.3038103511642574,1.4570093457943925,0.5804956087100168
上帝,转发,4,1.3038103511642574,1.4570093457943925,0.5804956087100168
上帝,科学,4,1.3038103511642574,1.4570093457943925,0.5804956087100168
想,死,3,1.2998023297667198,1.2599185780913795,0.571335675079709
中国,传教,4,1.296949260784314,1.453271028037383,0.5798205486523025
中国,信仰,12,1.296949260784314,2.517139257728602,0.6276660852321111
全球,基督教,3,1.2941043086520836,1.2572206796372225,0.5707933400976221
天主教,美国,3,1.2941043086520836,1.2572206796372225,0.5707933400976221
