lang,topic,n_docs,bias_harm,z_harm,bias_fairness,z_fairness,bias_loyalty,z_loyalty,bias_authority,z_authority,bias_sanctity,z_sanctity,bias_realistic_threat,z_realistic_threat,bias_symbolic_threat,z_symbolic_threat,topic_label,topic_short,row_label,dominant_negative_axis,dominant_negative_z,dominant_negative_axis_label,dominant_negative_raw_bias,pc1,pc2
en,6,50,-0.08214806,-0.3499737311312357,-0.06413216000000001,-0.05339828454198972,-0.06874764,-0.6604595941238928,-0.08442852,-0.11532778215663494,-0.07335316,-0.2931446865650294,0.00444834,-0.5462085426149809,-0.03184986,-0.6115236084620524,Church Abuse Victims,Church Abuse Victims,EN · T6 · Church Abuse Victims,loyalty,-0.6604595941238928,Loyalty,-0.06874764,-0.8693894553433481,-0.6551566261862537
en,14,19,-0.08288415789473684,-0.38135933926784366,-0.07121531578947368,-0.3562496083074155,-0.057884210526315795,-0.271616750155264,-0.09659126315789474,-0.5748846120102306,-0.06775842105263158,-0.08477024694161621,0.01789557894736842,0.008755089397854842,-0.01947336842105263,-0.1913242958279343,Public Prayer and Religious Freedom,Public Prayer and Religious …,EN · T14 · Public Prayer and Religious …,authority,-0.5748846120102306,Authority,-0.09659126315789474,-0.7414168486736421,0.09179194555527724
en,8,54,-0.06847474074074074,0.2330267682130326,-0.0569717962962963,0.2527541834767472,-0.04603614814814815,0.15246979468811125,-0.08337009259259259,-0.07533618341416004,-0.07605177777777777,-0.3936539279241322,0.028159351851851852,0.4323380056768691,-0.030535666666666666,-0.5669048946842038,Pro-Life and Women's Autonomy,Pro-Life and Women's Autonom…,EN · T8 · Pro-Life and Women's Autonom…,symbolic_threat,-0.5669048946842038,Symbolic Threat,-0.030535666666666666,-0.007074741151940264,-0.10746490674427617
en,15,24,-0.087016625,-0.5575587199895881,-0.07350220833333333,-0.454029249868658,-0.058844249999999994,-0.30598015999502165,-0.09438837500000001,-0.4916507325126583,-0.067421625,-0.07222637503004244,0.031947375,0.588668616940112,-0.002635166666666667,0.3803563584233051,Authenticity and Faith in Catholicism,Authenticity and Faith in Ca…,EN · T15 · Authenticity and Faith in Ca…,harm,-0.5575587199895881,Harm,-0.087016625,-0.5917147061662371,0.8924730722608583
en,1,196,-0.07541418367346939,-0.06285593723993933,-0.06908114795918367,-0.2649999490098692,-0.06223794387755102,-0.42745317936726696,-0.08493280102040816,-0.13438152555034358,-0.07492662244897959,-0.35174784198639625,0.004738897959183673,-0.5342173003257699,-0.026921244897959183,-0.44419018728165155,Christians and Trump's Politics,Christians and Trump's Polit…,EN · T1 · Christians and Trump's Polit…,realistic_threat,-0.5342173003257699,Realistic Threat,0.004738897959183673,-0.6979339627827245,-0.5965363175606768
en,35,11,-0.046742909090909085,1.1596246529905576,-0.052501727272727276,0.4438789252369867,-0.02523,0.8971997934013818,-0.06463090909090909,0.632704729090736,-0.04230581818181818,0.8632046112343296,0.004884181818181819,-0.5282214778094882,0.006170363636363635,0.6793165085684504,"The Poor, Wealth, and Relief","The Poor, Wealth, and Relief","EN · T35 · The Poor, Wealth, and Relief",realistic_threat,-0.5282214778094882,Realistic Threat,0.004884181818181819,1.8722119889745672,-0.5694938133017954
en,22,3,-0.07925766666666667,-0.22673366595879665,-0.059415666666666665,0.14826271120422177,-0.047697333333333335,0.09300975278047079,-0.08439666666666668,-0.11412423648466745,-0.07819533333333334,-0.4734900367922033,0.005388666666666667,-0.5074015351501525,-0.017702,-0.13118384421447268,Social Observations and Religious Critique,Social Observations and Reli…,EN · T22 · Social Observations and Reli…,realistic_threat,-0.5074015351501525,Realistic Threat,0.005388666666666667,,
en,18,33,-0.07723854545454545,-0.14064274300268034,-0.07099645454545454,-0.34689185599443556,-0.054405242424242425,-0.14709144678183733,-0.09021863636363636,-0.33410141619732386,-0.06782439393939395,-0.08722738809489776,0.006835272727272727,-0.4477005246581193,-0.004484727272727273,0.31756117205047113,Internal Discussions in Catholicism,Internal Discussions in Cath…,EN · T18 · Internal Discussions in Cath…,realistic_threat,-0.4477005246581193,Realistic Threat,0.006835272727272727,-0.3759188707625358,-0.037764210960551756
en,7,46,-0.07582515217391304,-0.08037873740502496,-0.06836219565217391,-0.2342600268094157,-0.055275000000000005,-0.17822332922651976,-0.0885962391304348,-0.2728007935027296,-0.060457804347826084,0.1871391181029717,0.03132708695652174,0.5630695101755075,-0.0268265,-0.44097346461480474,Religion and Natural Disasters,Religion and Natural Disaste…,EN · T7 · Religion and Natural Disaste…,symbolic_threat,-0.44097346461480474,Symbolic Threat,-0.0268265,-0.29010924254254156,0.16087749365405732
en,26,2,-0.0801685,-0.26556961194119916,-0.0727685,-0.42265841085111955,-0.061380500000000005,-0.39676205031837053,-0.0792275,0.08118744735832131,-0.048641,0.627252590292048,0.027468,0.4038061162530117,-0.026818500000000002,-0.4407018533524668,Priests and Complexities of Faith,Priests and Complexities of …,EN · T26 · Priests and Complexities of …,symbolic_threat,-0.4407018533524668,Symbolic Threat,-0.026818500000000002,,
